Name,Caption
VizWiz_val_00000008.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000008.jpg,A bottle of lotion on the table in front of someone sitting down wearing shorts.
VizWiz_val_00000008.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000008.jpg,A small bottle of lotion on a table above a person's lap.
VizWiz_val_00000008.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000009.jpg,The interior of a bus has a horizontal bar near the ceiling for passengers to hold on to and behind it there is a sign regarding handicapped passengers.
VizWiz_val_00000009.jpg,A curving metal handrail with a horizontal cross piece about a foot from the bus' ceiling is directly in front of the handicap exit.
VizWiz_val_00000009.jpg,The overhead handrails on a bus in the city are shown with a building right outside the window below them.
VizWiz_val_00000009.jpg,A vehicle has a window and a gray bar.
VizWiz_val_00000009.jpg,A gray frame around a window that indicates seating for disabled people.
VizWiz_val_00000010.jpg,A view of a building with a picture of a man on it with a couple big trees in front of it.
VizWiz_val_00000010.jpg,SKY VIEW SNAPSHOT OF TREES IN FRONT OF A GIANT BILLBOARD.
VizWiz_val_00000010.jpg,view of trees and a nearby sign promoting Istikrar Sursun
VizWiz_val_00000010.jpg,"downtown photo of several buildings, trees people and automobiles"
VizWiz_val_00000010.jpg,White building with a brick colored roof and a sign that reads 'istikrarsursun'
VizWiz_val_00000011.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000011.jpg,A white object with elastic sides sitting on a wooden surface.
VizWiz_val_00000011.jpg,A baby diaper keep in the table shown by the image.
VizWiz_val_00000011.jpg,A opened up Diaper laying on a wooden surface.
VizWiz_val_00000011.jpg,Clean maxi Pad over a dark wooden surface.
VizWiz_val_00000012.jpg,appears to be a picture of prepaid card
VizWiz_val_00000012.jpg,Large orange and white label with a person's hand holding it.
VizWiz_val_00000012.jpg,Someone is holding a white envelope with an orange strip down the length of it.
VizWiz_val_00000012.jpg,The package contains information about the enclosed medication
VizWiz_val_00000012.jpg,Pictured is the top left corner of a parcel of mail.
VizWiz_val_00000013.jpg,A white piece of paper with a blue emblem off to the side.
VizWiz_val_00000013.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000013.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000013.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000013.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000014.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000014.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000014.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000014.jpg,A bright blinding light is obstructing all view
VizWiz_val_00000014.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000015.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000015.jpg,"A set of hand held electronic children's learning devices, one for puzzles and a dictionary."
VizWiz_val_00000015.jpg,Two packages with children's calculators in them are on the wooden table.
VizWiz_val_00000015.jpg,two kids learning toys still in package laying on a table
VizWiz_val_00000015.jpg,"Two electronic learning toys for children, both in plastic packaging."
VizWiz_val_00000016.jpg,A picture of what appears to be some kind of food label.
VizWiz_val_00000016.jpg,Obstructed view of some type of microwavable or frozen food
VizWiz_val_00000016.jpg,Package of frozen food on top of a white surface.
VizWiz_val_00000016.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000016.jpg,"Some package food, looks like some kind of meat or pasta."
VizWiz_val_00000017.jpg,an image of a windows seven disk plate on the floor
VizWiz_val_00000017.jpg,A Windows 7 Ultimate Edition CD on a black counter top.
VizWiz_val_00000017.jpg,Windows 7 ultimate DVD and 64-bit software disc
VizWiz_val_00000017.jpg,Human stand beside table and CD titles windows 7
VizWiz_val_00000017.jpg,I see a disk for Windows 7 Ultimate.
VizWiz_val_00000018.jpg,"A laptop screen with system dialog on the screen,"
VizWiz_val_00000018.jpg,The corner of a black computer with type of the screen and white type on the keyboard.
VizWiz_val_00000018.jpg,Partial view of laptop showing upper right portion of keyboard starting with F8 key all the way to the delete key and the screen is the right hand portion showing approximately half of the screen.
VizWiz_val_00000018.jpg,A black laptop with the computer's specs on the screen.
VizWiz_val_00000018.jpg,Part of the keyboard and screen on a laptop.
VizWiz_val_00000019.jpg,"The underside of a Dell Inspiron laptop showing the device label including the text ""Inspiron 1545""."
VizWiz_val_00000019.jpg,A black substance  that has letters of the commodity.
VizWiz_val_00000019.jpg,The back of a Dell laptop which shows the label and serial number.
VizWiz_val_00000019.jpg,A Dell computer number and information on the side of a computer tower.
VizWiz_val_00000019.jpg,Part of a laptop's specs and barcode are shown on stickers attached to the back of the laptop.
VizWiz_val_00000020.jpg,point of sale food or deli possibly inside of the mall or other retail outlet.
VizWiz_val_00000020.jpg,GLOOMY SNAPSHOT OF A SNACK BAR SITE
VizWiz_val_00000020.jpg,Some small mall food court restaurant is shown with two workers behind the counter and no one in line.
VizWiz_val_00000020.jpg,The entrance of a restaurant with a lighted sign above a counter.
VizWiz_val_00000020.jpg,An image of a fast food restaurant like one seen in a mall.
VizWiz_val_00000021.jpg,part of the white sweater whose brand is USPA
VizWiz_val_00000021.jpg,appears to be a picture of a shirt
VizWiz_val_00000021.jpg,The logo for the United States Parachute Association decorates this shirt.
VizWiz_val_00000021.jpg,"The Logo that has been sewn onto a white shirt, a USPCA logo"
VizWiz_val_00000021.jpg,A brown embroidered USPA logo on white fabric
VizWiz_val_00000022.jpg,A bright colored pillow case with a bottle and dropper on it.
VizWiz_val_00000022.jpg,A essential oil bottle with a dropper is on a white fabric.
VizWiz_val_00000022.jpg,A wonderful view of the fog windows in the room is very thick
VizWiz_val_00000022.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000022.jpg,An herbal dietary supplement from Walgreen's in a glass bottle with dropper.
VizWiz_val_00000023.jpg,Computer monitor currently on a wooden computer desk
VizWiz_val_00000023.jpg,"A computer monitor reflects a camera flash, wires surround it."
VizWiz_val_00000023.jpg,A computer monitor starting up resting on a desk with a mouse and CD cases.
VizWiz_val_00000023.jpg,a squared computer monitor sitting on a desk with wires near it.
VizWiz_val_00000023.jpg,A computer monitor showing windows starting on a desk with cables around
VizWiz_val_00000024.jpg,A blue computer screen with white text showing stages of verifying files
VizWiz_val_00000024.jpg,"The computer features a blue screen notifying the user that the disk needs to be checked and the status of verifying the files, and a dirty screen."
VizWiz_val_00000024.jpg,blue screen on computer with a bunch of white text on it
VizWiz_val_00000024.jpg,A sideways picture of a computer screen or TV with codes that appear to be loading something.
VizWiz_val_00000024.jpg,computer monitor with a windows blue error screen on it
VizWiz_val_00000025.jpg,Power lines stretch across an expanse of cloudy gray sky.
VizWiz_val_00000025.jpg,"stormy clouds over a parking lot with cars, telephone poles and buildings in the background"
VizWiz_val_00000025.jpg,View of buildings and cars on a city street on a cloudy day.
VizWiz_val_00000025.jpg,An outside crowded parking lot and a few buildings with an overcast sky
VizWiz_val_00000025.jpg,Sky is dark with clouds that look like rain can see several building and cars
VizWiz_val_00000026.jpg,"A package of medicine, 28 tablets that are 20 milligrams."
VizWiz_val_00000026.jpg,A picture of a medication box sitting on a glossy stone background.
VizWiz_val_00000026.jpg,A box of medicine is on the dirty ground
VizWiz_val_00000026.jpg,a picture of a box of pills with 28 tablets on the floor
VizWiz_val_00000026.jpg,"A box that holds 28, 20 mg tablets manufactured by the company Bristol."
VizWiz_val_00000027.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000027.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000027.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000027.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000027.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000028.jpg,image is blur and hard to find what it is
VizWiz_val_00000028.jpg,A woman in pink pajamas standing next to a white refrigerator in a kitchen.
VizWiz_val_00000028.jpg,The back of a woman in pink standing  at her counter and next to her white refrigerator
VizWiz_val_00000028.jpg,A photo of a person wearing a pink shirt and pink flower pants in a kitchen next to a refrigerator.
VizWiz_val_00000028.jpg,A person in red shirt and pink pajama pants stands in a kitchen near cabinets and counters.
VizWiz_val_00000029.jpg,A PC running Windows software is stuck at an installation prompt.
VizWiz_val_00000029.jpg,Part of an LCD computer screen with an error message on it is displayed in the picture.
VizWiz_val_00000029.jpg,A online customer service dialog that you could communicate with the vendor online.
VizWiz_val_00000029.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000029.jpg,Several pamphlets on top of each other as white pamphlet with black letters.
VizWiz_val_00000030.jpg,A view of a take out restaurant menu
VizWiz_val_00000030.jpg,A food menu with images of drink and food.
VizWiz_val_00000030.jpg,"The middle part of a menu, where the black, bordered cover is located."
VizWiz_val_00000030.jpg,An opened restaurant menu listing all the food options
VizWiz_val_00000030.jpg,"A portion of a menu is shown with items such as hamburger, tejano plate, shrimp plate, steak and eggs, etc."
VizWiz_val_00000031.jpg,A computer screen with an antenna ear behind it and a speaker on the side of it.
VizWiz_val_00000031.jpg,a computer monitor showing a Samsung recovery solution 4
VizWiz_val_00000031.jpg,Computer screen with blue background and Samsung Recovery Solution 4 message in white including a yellow triangle with ! mark and there is part of the router behind screen.
VizWiz_val_00000031.jpg,A computer screen is displaying a window with a message
VizWiz_val_00000031.jpg,A SNAPSHOT OF A COMPUTER DESKTOP SCREEN
VizWiz_val_00000032.jpg,A computer screen has several windows open and one says recent in red.
VizWiz_val_00000032.jpg,IMAGE WAS CLEAR BUT  ITS HAFE OF THE IMAGE
VizWiz_val_00000032.jpg,A computer screen is turned on with a dialogue box.
VizWiz_val_00000032.jpg,several windows open and tabs on a computer monitor
VizWiz_val_00000032.jpg,open browser windows on a computer screen for software.
VizWiz_val_00000033.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000033.jpg,UP CLOSE SNAPSHOT OF A COMPUTER SCREEN
VizWiz_val_00000033.jpg,A zoomed in portion of a computer screen is shown displaying some sort of Call page.
VizWiz_val_00000033.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000033.jpg,An image of a blue and white computer screen.
VizWiz_val_00000034.jpg,A TV screen displaying  a news broadcast and a shelf with an arrangement of toy.
VizWiz_val_00000034.jpg,A desk with a television as well as a shelf above with toys on it.
VizWiz_val_00000034.jpg,I see a TV that sitting on the table
VizWiz_val_00000034.jpg,a TV on a stand with a shelf that is cluttered above it.
VizWiz_val_00000034.jpg,A TV displaying the weather channel sitting under a shelf covered in random objects.
VizWiz_val_00000035.jpg,A person in a long sleeved green shirt is  holding a small document in his hand.
VizWiz_val_00000035.jpg,A person is holding onto a small piece of paper.
VizWiz_val_00000035.jpg,"Someone wearing a camouflage shirt is holding a 
Jammin' and Crammin' ad in their left hand."
VizWiz_val_00000035.jpg,A person is holding a paper with an image
VizWiz_val_00000035.jpg,A white piece of paper with a black and white image with black text on someone's hand.
VizWiz_val_00000036.jpg,appears to be photo of a magazine cover featuring a winter covered street with buildings and houses around and 2 dogs traveling down the street
VizWiz_val_00000036.jpg,A library book about dogs sits on a brown table.
VizWiz_val_00000036.jpg,A library book about dogs sitting on a wooden table.
VizWiz_val_00000036.jpg,This library book has not been borrowed very often.
VizWiz_val_00000036.jpg,"A book with a library sticker on the front, called ""dog years (a memoir)"" with a picture of two dogs walking down a street."
VizWiz_val_00000037.jpg,A package of Kirkland Signature pork chops are shown.
VizWiz_val_00000037.jpg,An image that shows a payment invoice for a specific establishment.
VizWiz_val_00000037.jpg,A label to a product with bold text on it.
VizWiz_val_00000037.jpg,Label for boneless center pork loin and rib chops.
VizWiz_val_00000037.jpg,A receipt has a part circled in red
VizWiz_val_00000038.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000038.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000038.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000038.jpg,A white card with black text is on the table
VizWiz_val_00000038.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000039.jpg,imagine how you would describe this image on the phone to a friend.
VizWiz_val_00000039.jpg,angled down at someone's lap and feet on the floor
VizWiz_val_00000039.jpg,A person's foot against a backdrop of dark cloth.
VizWiz_val_00000039.jpg,A person is sitting with their ankles crossed.
VizWiz_val_00000039.jpg,"A foot is shown, as from above, with what looks like a bare arm or leg and clothing above it, partially obscuring the foot."
VizWiz_val_00000040.jpg,A frozen packaged dinner with a lavender and black label.
VizWiz_val_00000040.jpg,a package of pre made food with beef
VizWiz_val_00000040.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000040.jpg,Package of beef and rice dinner with white label.
VizWiz_val_00000040.jpg,frozen lasagna meal with a white label on the front.
VizWiz_val_00000041.jpg,The back of a receipt has grey text down the length.
VizWiz_val_00000041.jpg,"An image of a person's hand holding on to both ends of a piece of paper with written text,f"
VizWiz_val_00000041.jpg,a person holding a white piece of paper in CONDITIONS written on it
VizWiz_val_00000041.jpg,The back of a receipt with terms of service on a marble counter.
VizWiz_val_00000041.jpg,A person is holding a paper on top of a table.
VizWiz_val_00000042.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000042.jpg,A white sheet of paper has blurry text on it
VizWiz_val_00000042.jpg,A piece of paper is on the brown table but it is very blurry.
VizWiz_val_00000042.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000042.jpg,A close up of a sheet of paper on a wooden desk.
VizWiz_val_00000043.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000043.jpg,The back of a person who is wearing a white shirt
VizWiz_val_00000043.jpg,Someone facing away from the camera in a sitting position
VizWiz_val_00000043.jpg,an object that has black rectangles in it with a large square object above it
VizWiz_val_00000043.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000044.jpg,A Hoover vacuum cleaner filter with model number BH50010.
VizWiz_val_00000044.jpg,A piece of metal with a manufacturer label is resting on the carpet.
VizWiz_val_00000044.jpg,A grey part that goes to a vacuum cleaner sitting on top of a brown carpet.
VizWiz_val_00000044.jpg,A silver vacuum cleaner component with the white manufacturer label visible on a beige carpet.
VizWiz_val_00000044.jpg,The back part of an small electrical machine
VizWiz_val_00000045.jpg,"A some sort of card or a ticket, it has an image of a cactus"
VizWiz_val_00000045.jpg,a hotel key card with an image of a cactus on it
VizWiz_val_00000045.jpg,An image of a green cactus with the date July-08-11.
VizWiz_val_00000045.jpg,A white ticket is on the table with a cactus on it.
VizWiz_val_00000045.jpg,A label with a cactus and the word insert.
VizWiz_val_00000046.jpg,"on a table electronic device which displays programs, news was kept, on the above shelf was full of prizes"
VizWiz_val_00000046.jpg,The inside of a bedroom containing a TV with a video game system.
VizWiz_val_00000046.jpg,image contain shows a monitor running on a table.
VizWiz_val_00000046.jpg,A black TV sitting on a wooden counter with a image of a building
VizWiz_val_00000046.jpg,A television sitting on a wooden table below some shelves.
VizWiz_val_00000047.jpg,imagine how you would describe this image on the phone to a friend.
VizWiz_val_00000047.jpg,Three fingers on the right touching someone's breast with a green shirt an a blue and flower t-shirt
VizWiz_val_00000047.jpg,The chest of a woman wearing a floral shirt with a green corduroy shirt over top
VizWiz_val_00000047.jpg,"A woman's chest, in a flower print top, that is being exposed by a man's hand"
VizWiz_val_00000047.jpg,A green button down shirt covers a blue shirt with bright flowers.
VizWiz_val_00000048.jpg,the reflection of two people hugging in front of the original pancake house door
VizWiz_val_00000048.jpg,"Someone in the reflection of the door for ""The Original pancake house"""
VizWiz_val_00000048.jpg,The sign printed on the front of a door to a pancake house.
VizWiz_val_00000048.jpg,Store display with white writing on the window.
VizWiz_val_00000048.jpg,some sort of doorway that leads to a pancake house
VizWiz_val_00000049.jpg,Three bottles of food product are on a table
VizWiz_val_00000049.jpg,A container of orange juice is shown on a table.
VizWiz_val_00000049.jpg,Round Glass Bottle with part writing and part lemon on.
VizWiz_val_00000049.jpg,THREE SMALL PLASTIC BOTTLES CONTAINING VARIOUS FOOD SUPPLEMENTS AND FOOD.
VizWiz_val_00000049.jpg,The side of a blue bottle of a beverage on a counter.
VizWiz_val_00000050.jpg,Screenshot of an electronic device showing a list of media categories.
VizWiz_val_00000050.jpg,A blurry image of the digital screen of a digital camera.
VizWiz_val_00000050.jpg,the option menu of a black Olympus cell phone
VizWiz_val_00000050.jpg,A phone showing its menu settings in white lettering
VizWiz_val_00000050.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000051.jpg,A computer screen displaying some of the search result.
VizWiz_val_00000051.jpg,A screenshot of a web search on a computer can be seen in the picture.
VizWiz_val_00000051.jpg,Computer monitor displaying a search page up with several different results.
VizWiz_val_00000051.jpg,A computer screen is displaying swag buck information.
VizWiz_val_00000051.jpg,A computer screen pulled up to the swag bucks webpage.
VizWiz_val_00000052.jpg,A white label has a barcode on it and a Westell company logo.
VizWiz_val_00000052.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000052.jpg,A manufacturing label with a logo and barcode.
VizWiz_val_00000052.jpg,WHITE COLORED RECTANGULAR SHAPED PRINTED SENTENCE PLACED ON FLOOR
VizWiz_val_00000052.jpg,"a close up of a sticker of a manufacture information of a type of electronic device, that says ""Westell"""
VizWiz_val_00000053.jpg,A laptop monitor with a window open on the screen.
VizWiz_val_00000053.jpg,Computer screen showing a pop-up window with an illegible message.
VizWiz_val_00000053.jpg,I see Window Page and work the Process Laptop
VizWiz_val_00000053.jpg,"A computer screen showing a dialog box is at the bottom of the frame, above is an interior wall with a window."
VizWiz_val_00000053.jpg,A computer screen showing some work on Windows
VizWiz_val_00000054.jpg,A clear plastic bottle of IRN BRU stands on a light wooden table with a woman in a green shirt sitting in the background.
VizWiz_val_00000054.jpg,an empty plastic bottle of Irn bru sugar free drink
VizWiz_val_00000054.jpg,A bottle of something that is Sugar Free sits on a table.
VizWiz_val_00000054.jpg,"Bottle of liquid, containers of food sitting on wood table with a lady in a green shirt and person in black jacket and red shirt."
VizWiz_val_00000054.jpg,some type of beer that can be used to drink
VizWiz_val_00000055.jpg,Appears to  be a picture of a metal label
VizWiz_val_00000055.jpg,Metal tag with information about Model BB1-1 Serial # 3071 written in black ink between two pieces of wood.
VizWiz_val_00000055.jpg,"A label is on a wooden surface, the label has the product described in text."
VizWiz_val_00000055.jpg,Image displays a volt watt with serial and model number.
VizWiz_val_00000055.jpg,A white tag with an address and model number on it.
VizWiz_val_00000056.jpg,a black and white frame with some description of beef and seafood
VizWiz_val_00000056.jpg,I see a bag of seafood on the table
VizWiz_val_00000056.jpg,a white and black color ordering book of a restaurant
VizWiz_val_00000056.jpg,"Restaurant menu shows seafood, pasta and beef options."
VizWiz_val_00000056.jpg,A menu with beef dishes and seafood dishes.
VizWiz_val_00000057.jpg,a room with a orange pillow with a bill that says texas on it
VizWiz_val_00000057.jpg,Brown pillow that has white text that says Texas with a white bull in the middle.
VizWiz_val_00000057.jpg,An orange texas longhorns pillow on a bed.
VizWiz_val_00000057.jpg,An orange fabric with an ox on it and 'texas' written on it on top of a white sheet.
VizWiz_val_00000057.jpg,A white and brown bedding set with Texas longhorn on it.
VizWiz_val_00000058.jpg,A laptop is open with a pop-up telling the user that they need to insert some sort of external hard drive for the internal hard drive.
VizWiz_val_00000058.jpg,the corner of a computer screen with installation instructions on it
VizWiz_val_00000058.jpg,A laptop screen is shown with a message on it against a dark background
VizWiz_val_00000058.jpg,Part of a computer screen that is turned on and has writing.
VizWiz_val_00000058.jpg,A picture of a computer screen with instructions of how to install something
VizWiz_val_00000059.jpg,an image of a hard drive of a computer placed on the floor
VizWiz_val_00000059.jpg,a ash and white color computer system hard disk
VizWiz_val_00000059.jpg,"A computer hard drive is on top of a beige table, the hard drive is labeled and has text on it."
VizWiz_val_00000059.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000059.jpg,Specifications are shown on the back of this hard drive.
VizWiz_val_00000060.jpg,A hardcover novel from Clive Cussler and Dirk Cussler.
VizWiz_val_00000060.jpg,"A book with the text ""Clive Cussler and Dirk Cussler"" with an image of a sci-fi boat."
VizWiz_val_00000060.jpg,Top of a Clive Cussler and Dirk Cussler book with title not showing.
VizWiz_val_00000060.jpg,The front of a book by Clive Cussler is shown with pages sticking out of it.
VizWiz_val_00000060.jpg,the cover of a book by author Clive Cussler
VizWiz_val_00000061.jpg,A switched on monitor has  some words displayed.
VizWiz_val_00000061.jpg,A portions of a computer screen and e-mail application.
VizWiz_val_00000061.jpg,A close up of an open window on a computer screen.
VizWiz_val_00000061.jpg,Blurry picture is sideways and has a few words in it.
VizWiz_val_00000061.jpg,a computer monitor of some sort with text on it
VizWiz_val_00000062.jpg,A MacBook Apple laptop with the iPhone app website open
VizWiz_val_00000062.jpg,A computer screen on a website about in app purchases.
VizWiz_val_00000062.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000062.jpg,A laptop displaying a website with a picture of an iPhone titled In-App Purchase.
VizWiz_val_00000062.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000063.jpg,An Orca membership card sits on a wooden table top with the backside of the card with various information is displayed.
VizWiz_val_00000063.jpg,A white ORCA card is laying on a table.
VizWiz_val_00000063.jpg,a white card laying on a wooden surface
VizWiz_val_00000063.jpg,"The back side of an Orca transit card from the Seattle, WA area sitting on a brown wooden table."
VizWiz_val_00000063.jpg,A white membership card sitting on a desk
VizWiz_val_00000064.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000064.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000064.jpg,A woman wearing a green shirt is sitting in front of a desktop computer.
VizWiz_val_00000064.jpg,a person with a green shirt using a desktop computer
VizWiz_val_00000064.jpg,A blurred woman wearing a green shirt facing on monitor with papers beside her.
VizWiz_val_00000065.jpg,An open dialogue on a computer displaying some sort of information
VizWiz_val_00000065.jpg,A black computer monitor has a blank program window open.
VizWiz_val_00000065.jpg,Computer screen with a small window showing some data.
VizWiz_val_00000065.jpg,A black laptop with an error message across the screen is sitting against a blue background
VizWiz_val_00000065.jpg,image contain a monitor that show a with box.
VizWiz_val_00000066.jpg,Among the prints the word office is the only one  that is a bit clear.
VizWiz_val_00000066.jpg,A Microsoft product is showing where its product key is.
VizWiz_val_00000066.jpg,The top portion of a package of software.
VizWiz_val_00000066.jpg,A silver case with the product key for Microsoft office
VizWiz_val_00000066.jpg,Microsoft Office 2012 Product Key covered or missing
VizWiz_val_00000067.jpg,a black computer monitor and keyboard on a desk
VizWiz_val_00000067.jpg,A laptop with a screen up on it and the keyboard is visible.
VizWiz_val_00000067.jpg,DESKTOP COMPUTER WITH KEYBOARD PLACED ON A DESK
VizWiz_val_00000067.jpg,a desktop computer with speakers and some cables
VizWiz_val_00000067.jpg,Computer screen showing a web page with a keyboard and 2 speakers beside it.
VizWiz_val_00000068.jpg,an image of a windows computer screen with a blue background
VizWiz_val_00000068.jpg,A computer monitor screen with the blue Windows Welcome screen and multi colored logo shown.
VizWiz_val_00000068.jpg,A blue computer screen showing the windows icon
VizWiz_val_00000068.jpg,computer screen with the blue windows loading screen currently showing on it
VizWiz_val_00000068.jpg,"Most of a (probably Toshiba) monitor is showing, with the Windows logo at the bottom and one icon in the center of the monitor."
VizWiz_val_00000069.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000069.jpg,A person is sitting down and has a bottle or lotion on their legs.
VizWiz_val_00000069.jpg,vanilla lotion with a dark label laid on legs
VizWiz_val_00000069.jpg,A bottle of warm vanilla sugar scented body lotion.
VizWiz_val_00000069.jpg,a small bottle of warm vanilla sugar lotion
VizWiz_val_00000070.jpg,a white background object showing some text information
VizWiz_val_00000070.jpg,A white color paper like thing in which some letters are printed.
VizWiz_val_00000070.jpg,A checkout cart is shown on the computer screen.
VizWiz_val_00000070.jpg,A packing or ordering summary sheet with a highlighted line beside all the items.
VizWiz_val_00000070.jpg,A printed page with a price list in columns on the page.
VizWiz_val_00000071.jpg,A blue container of some kind on a man's lap
VizWiz_val_00000071.jpg,Blue bottle with back barcode showing sitting on a man's legs
VizWiz_val_00000071.jpg,Quality issues are too severe to recognize visual content.
VizWiz_val_00000071.jpg,"Someone is sitting down wearing black shorts, their knees are showing and there is a blue plastic container on their lap and some boxes at their feet, there is a scar on the right knee."
VizWiz_val_00000071.jpg,A person is holding a bottle in their lap.
VizWiz_val_00000072.jpg,Bright blue sky with white clouds in it and a truck in the driveway
VizWiz_val_00000072.jpg,a shot of someone's neighborhood and driveway on a sunny day
VizWiz_val_00000072.jpg,A neighborhood with a truck parked in a driveway next to a mailbox.
VizWiz_val_00000072.jpg,A zoomed out image of a neighborhood with small houses and a blue sky with clouds and a truck in a driveway.
VizWiz_val_00000072.jpg,The sky is blue and the clouds are very white and fluffy while the houses around are bricked with flat tops.
VizWiz_val_00000073.jpg,I see a black and white computer screen
VizWiz_val_00000073.jpg,Silver and black laptop showing an error on screen.
VizWiz_val_00000073.jpg,Computer screen that is showing the progress of a check disk on the C drive.
VizWiz_val_00000073.jpg,"A shot of a laptop computer displaying a text message that it is running a check on the disk, and displaying the progress"
